,user,latitude,longitude
459,User_1388,-2.5390509999999997,-44.292840000000005
460,User_3363,-23.241173,-45.908433
461,User_3003,-23.68045,-46.621225
462,User_617,-26.299052000000003,-48.848751
463,User_3204,-16.475381,-54.617329000000005
464,User_2087,-22.908047,-43.176716
465,User_5114,-22.931627,-47.252193
466,User_3826,-8.03449,-34.916719
467,User_5086,-23.792722,-53.062298
468,User_1479,-21.684321,-43.437492999999996
469,User_5472,-20.652168,-40.483753
470,User_5967,-18.818609,-42.703528000000006
471,User_5890,-22.579909,-47.422251
472,User_720,-10.699886,-37.033912
473,User_5489,-23.503926,-46.553694
474,User_4672,-19.937808,-44.045518
475,User_5651,-23.610858,-46.492810999999996
476,User_4422,-2.446616,-54.702938
477,User_2917,-7.097351,-35.229566
478,User_1503,-22.743756,-41.882153
479,User_1354,-23.502419,-46.453545
480,User_3736,-22.021485000000002,-47.881646
481,User_5587,-24.292896,-53.836659999999995
482,User_789,-23.571711999999998,-46.681018
483,User_5727,-20.14663,-40.252484
484,User_208,-22.859876999999997,-42.348895
485,User_1646,-9.361053,-40.539715
486,User_862,-23.197223,-46.833890000000004
487,User_5461,-5.769387,-35.262890000000006
488,User_3488,-15.802788,-47.883852000000005
489,User_4068,-9.861168,-56.068563
490,User_3340,-15.797336999999999,-47.887937
491,User_3361,-22.846941,-47.1837
492,User_5351,-23.568569,-46.647794
493,User_5821,-25.432656,-49.314997999999996
494,User_1494,-25.541417000000003,-54.582555000000006
495,User_194,-10.179665,-36.827214
496,User_2186,-22.525679999999998,-41.921494
497,User_2785,-12.839302,-38.469056
498,User_2974,-5.757242,-35.270866
499,User_1344,-27.093985999999997,-52.616437
500,User_5369,-16.432748,-39.090118
501,User_287,-23.542037,-46.836760999999996
502,User_3413,-23.552309,-46.226256
503,User_3354,-8.011461,-34.885894
504,User_1764,-23.70951,-45.443186
505,User_5915,-23.479989,-46.602744
506,User_4555,-16.109181,-47.949498
507,User_5527,-23.54506,-46.638541
508,User_2653,-26.823465000000002,-48.631614
509,User_2602,-23.729697,-46.539334000000004
510,User_732,-12.936724,-38.494561
511,User_3663,-1.439307,-48.456962
512,User_1363,-22.332382,-41.748188
513,User_5266,-7.252414999999999,-35.934670000000004
514,User_5437,-22.902079999999998,-47.078394
515,User_4348,-28.103619000000002,-48.70257
516,User_5196,-23.556812,-46.222719
517,User_2903,-15.831544000000001,-47.925162
518,User_2135,-8.053758,-48.480812
519,User_5050,-6.090948,-37.920435
520,User_602,-16.767906,-49.350308
521,User_1937,-10.918087,-37.066068
522,User_4298,-20.316569,-40.322497999999996
523,User_3716,-23.330578,-51.174167
524,User_3964,-23.536260000000002,-46.680715
525,User_3529,-23.629998,-46.593806
526,User_2050,-3.837395,-38.570012
527,User_2452,-29.993115000000003,-51.079504
528,User_1171,-20.450395999999998,-54.587915
529,User_3660,-3.0518959999999997,-59.988341000000005
530,User_3393,-22.356323,-47.376695
531,User_1401,-23.290614,-51.22081
532,User_3275,-7.953069,-34.851551
533,User_515,-12.510853,-40.31058
534,User_1023,-3.681078,-40.355959000000006
535,User_886,-20.292610999999997,-40.342434000000004
536,User_2674,-23.580378,-47.468612
537,User_3531,-23.67066,-46.713594
538,User_4736,-21.571067000000003,-45.449766
539,User_759,-8.032178,-34.871086
540,User_4602,-3.2198029999999997,-52.217358000000004
541,User_3392,-18.774077,-46.402772
542,User_2612,-23.437456,-51.869727000000005
543,User_1754,-8.118405000000001,-35.097297
544,User_274,-25.053373,-50.172413
545,User_3938,-23.630283,-46.706998999999996
546,User_4363,-3.141111,-60.024411
547,User_3122,-9.623472999999999,-42.082615999999994
548,User_3899,-22.869691,-43.489496
549,User_5427,-10.253416,-48.325751000000004
550,User_4669,-21.302642000000002,-46.71047
551,User_4555,-9.658632,-35.7626
552,User_5822,-23.551767,-46.544129
553,User_5220,-2.5425,-44.213139
554,User_5966,-22.959607000000002,-43.190996000000005
555,User_3287,-25.4683,-49.263462
556,User_600,-23.570649,-46.627415
557,User_3422,-23.658448,-47.217197
558,User_601,-12.939675999999999,-38.490319
559,User_1612,-20.799723999999998,-51.673382000000004
560,User_3362,-12.8658,-38.476202
561,User_5648,-10.909644,-37.049110999999996
562,User_435,-21.133487,-47.807594
563,User_900,-19.934926,-43.969082
564,User_771,-15.785166,-47.882476000000004
565,User_1866,-22.93981,-43.046526
566,User_311,-26.891351,-49.254511
567,User_5139,-15.592609,-56.090196999999996
568,User_5670,-22.393715,-41.790533
569,User_4608,-23.019157999999997,-45.544208000000005
570,User_5185,-7.039992,-34.855187
571,User_4243,-12.983307,-38.512617
572,User_63,-23.638648999999997,-46.637219
573,User_3231,-23.531841,-46.17837
574,User_3597,-20.957038,-49.175816
575,User_356,-16.05065,-47.990204
576,User_1636,-21.750066,-48.836026000000004
577,User_2886,-3.767128,-38.634311
578,User_1210,-19.904117000000003,-43.966471000000006
579,User_879,-7.201453,-34.843837
580,User_5622,-22.646706,-47.192089
581,User_1716,-6.8663050000000005,-36.351153000000004
582,User_5475,-23.002451,-43.321207
583,User_3827,-8.129942999999999,-34.903405
584,User_2724,-23.615771,-46.513794
585,User_720,-22.892167,-43.124398
586,User_1833,-23.593946,-46.754090999999995
587,User_5231,-16.72948,-43.875268
588,User_5842,-15.764327999999999,-47.891363
589,User_5208,-21.17792,-47.806000000000004
590,User_5939,-23.008578,-44.317298
591,User_3518,-22.034857000000002,-47.867328
592,User_1097,-5.919503,-35.27825
593,User_3717,-1.421714,-48.456649
594,User_3378,-22.931747,-43.676131
595,User_4844,-23.666352,-46.413644
596,User_4014,-9.664864,-35.758259
597,User_5046,-20.453795,-53.759643999999994
598,User_2962,-23.604717,-46.901821999999996
599,User_1001,-1.372082,-48.41295
600,User_4319,-25.549732000000002,-49.256471999999995
601,User_1033,-25.473786999999998,-49.229471999999994
602,User_598,-22.885928,-43.285544
603,User_594,-22.171643,-49.969322
604,User_788,-10.506725999999999,-37.054471
605,User_2407,-22.869076999999997,-43.341006
606,User_4721,-3.73547,-38.549833
607,User_4114,-22.81745,-43.07366
608,User_5145,-2.880988,-39.908689
609,User_4986,-23.287262,-47.678798
610,User_2632,-22.833901,-42.993235999999996
611,User_3481,-22.103438,-51.417947
612,User_1900,-15.908562,-47.760183000000005
613,User_1146,-3.401334,-44.350109
614,User_4788,-27.140919,-48.59206
615,User_5601,-3.822679,-38.486159
616,User_4238,-31.760744,-52.340725
617,User_5798,-23.424576000000002,-46.413579999999996
618,User_1215,-22.810457,-43.302555
619,User_1901,-3.128094,-59.991484
620,User_3491,-17.818603,-50.944192
621,User_66,-27.600960999999998,-48.640668
622,User_1375,-19.918131,-43.935165999999995
623,User_630,-23.604672,-46.65863
624,User_371,-16.243771,-47.925707
625,User_5469,-8.766728,-63.836647
626,User_5472,-1.461444,-48.497232000000004
627,User_5137,-25.506009,-49.221084999999995
628,User_5432,-8.76834,-63.876636
629,User_2088,-22.959922,-47.183293
630,User_4744,-20.299004999999998,-40.349614
631,User_2121,-9.945768,-67.795064
632,User_568,-23.199116,-46.876549
633,User_4590,-23.567921,-46.807745000000004
634,User_1559,-25.37323,-49.123929
635,User_59,-23.57488,-46.564298
636,User_1170,-22.920293,-43.262322999999995
637,User_5749,-8.077433000000001,-34.916813
638,User_1716,-22.852452,-46.307888
639,User_5339,-23.436664,-46.772621
640,User_3976,-8.049917,-34.906913
641,User_2672,-10.917284,-37.672940000000004
642,User_5664,-20.475783,-54.614596
643,User_383,-12.541573,-55.719196999999994
644,User_1331,-29.94636,-50.971893
645,User_4306,-30.047434000000003,-51.189842
646,User_1104,-2.512609,-44.244233
647,User_4114,-3.097251,-60.024106
648,User_816,-21.890549,-45.593824
649,User_397,-6.871844,-36.912796
650,User_5827,-22.231025,-45.931907
651,User_1471,-15.785676,-47.928405
652,User_3058,-3.7899300000000005,-38.459301
653,User_766,-31.314458000000002,-54.10932
654,User_2341,-8.043911,-34.892476
655,User_1452,-18.854362,-41.944354
656,User_5031,-1.381025,-48.374718
657,User_2203,-16.672037,-49.295018
658,User_3813,-15.741006,-47.893295
659,User_979,-20.512851,-54.57136
660,User_2734,-10.967260000000001,-37.036969
661,User_3082,-23.696894,-46.561254
662,User_3691,-23.503807000000002,-46.640347999999996
663,User_4240,-12.903488000000001,-38.486908
664,User_1661,-3.687617,-40.346509000000005
665,User_5399,-22.873835999999997,-43.339745
666,User_5225,-7.915703999999999,-34.835586
667,User_5810,-30.021653000000004,-51.173643
668,User_3197,-23.602161,-46.649916999999995
669,User_2362,-8.11073,-34.985839
670,User_969,-5.816161,-35.824107
671,User_3644,-5.769426999999999,-35.254847999999996
672,User_2991,-16.014476000000002,-48.013085
673,User_5049,-9.602634,-35.737027000000005
674,User_2998,-22.849932,-43.277181
675,User_4480,-23.629429000000002,-46.76978
676,User_4069,-20.79777,-51.707077000000005
677,User_4203,-3.8326309999999997,-38.521614
678,User_3747,-15.840328,-48.103772
679,User_647,-20.351667000000003,-47.771608
680,User_3384,-5.842364,-35.212228
681,User_929,-16.009504999999997,-48.006173
682,User_2202,-22.779521,-47.161336
683,User_4360,-29.980738,-51.197664
684,User_743,-23.736339,-46.569021
685,User_1541,-5.503702,-47.468767
686,User_4687,-23.605803,-46.750412
687,User_5351,-23.190416,-46.892725
