,user,latitude,longitude
5303,User_4731,-26.308442,-48.844573
5304,User_3984,-22.905537,-43.193746000000004
5305,User_4425,-17.791989,-50.923145
5306,User_1934,-20.197809,-40.254742
5307,User_1439,-16.629811,-49.278553
5308,User_3034,-25.534779999999998,-49.089753
5309,User_2758,-23.042220999999998,-45.575276
5310,User_5515,-22.200739000000002,-49.955551
5311,User_1946,-20.270705,-40.303278000000006
5312,User_215,-3.732652,-38.559717
5313,User_292,-23.243725,-45.885862
5314,User_593,-5.368943,-49.125993
5315,User_5835,-23.97421,-46.318459000000004
5316,User_3713,-22.762159,-43.457119
5317,User_1719,-23.008047,-46.983757000000004
5318,User_1969,-20.065323,-44.566720000000004
5319,User_1601,-27.77686,-54.234134
5320,User_1501,-27.594576,-48.6434
5321,User_3830,-29.80974,-51.168178999999995
5322,User_2299,-21.10367,-42.597993
5323,User_1435,-22.217705,-49.944085
5324,User_4173,-24.963810000000002,-53.457243999999996
5325,User_5169,-1.350798,-48.398539
5326,User_1995,-23.952679,-46.301725
5327,User_2887,-15.844325,-48.037575
5328,User_3030,-23.466552,-46.523953999999996
5329,User_2557,-22.806471,-42.966618
5330,User_3128,-22.887148999999997,-43.479445
5331,User_2268,-22.719416,-47.316789
5332,User_2921,-3.702892,-38.575925
5333,User_4708,-25.404677,-49.189613
5334,User_666,-23.437654000000002,-46.545829
5335,User_2831,-23.175964,-45.847297999999995
5336,User_3642,-8.714722,-63.898363
5337,User_5184,-23.419594,-51.942213
5338,User_806,-20.737488,-42.029513
5339,User_3392,-15.88539,-48.016556
5340,User_5072,-29.882976,-51.148178
5341,User_5875,-6.266818,-35.210457
5342,User_3013,-23.75994,-46.599862
5343,User_4093,-7.125373,-34.837626
5344,User_2565,-12.743414999999999,-60.140701
5345,User_787,-30.016715,-51.069162
5346,User_1025,-23.628335999999997,-46.690125
5347,User_5355,-23.591045,-46.550925
5348,User_2432,-15.801226999999999,-47.965691
5349,User_1266,-12.894794000000001,-38.447331
5350,User_585,-25.435865,-49.316404
5351,User_1683,-10.910382,-37.158519
5352,User_2965,-23.556310999999997,-46.660099
5353,User_5895,-15.837710000000001,-48.048943
5354,User_2463,-4.434666,-41.450790999999995
5355,User_5069,-22.879929999999998,-43.269805
5356,User_3944,-23.560914999999998,-46.560019
5357,User_2943,-23.652856,-46.710019
5358,User_1389,-1.394192,-48.473521000000005
5359,User_3789,-21.132201000000002,-42.377181
5360,User_1739,0.039585,-51.069564
5361,User_3610,-8.015941999999999,-34.87158
5362,User_914,-23.483675,-46.85955
5363,User_2536,-3.145041,-60.00173
5364,User_3373,-23.596636,-46.676846999999995
5365,User_1581,-16.728642,-49.236826
5366,User_2336,-16.656713,-49.248606
5367,User_2312,-3.7306519999999996,-38.526441999999996
5368,User_4621,-16.743659,-49.281665999999994
5369,User_4963,-23.101638,-55.230982
5370,User_1754,-23.615681,-46.48814
5371,User_3392,-15.821347,-47.980871
5372,User_3796,0.038477,-51.055538
5373,User_3149,-3.004048,-59.980452
5374,User_3289,-15.902982999999999,-47.771525
5375,User_5609,-3.288296,-60.633412
5376,User_1002,-22.619692,-46.070839
5377,User_3546,-19.937609,-43.956943
5378,User_1567,-14.77779,-39.267252
5379,User_164,-8.013822,-34.931896
5380,User_1819,-23.265689000000002,-47.278405
5381,User_4268,-9.563775,-35.775595
5382,User_2054,-8.094746,-34.965853
5383,User_3375,-5.1734,-40.674181
5384,User_11,-3.089866,-60.056897
5385,User_38,-15.787653,-48.290554
5386,User_1984,-23.304681,-45.978869
5387,User_2969,-15.167964000000001,-48.284658
5388,User_2465,-22.841687,-43.398795
5389,User_4907,-20.383891000000002,-40.31174
5390,User_2877,-26.991196000000002,-48.643003
5391,User_3424,-16.196772,-40.70112
5392,User_2881,-21.129777999999998,-47.745151
5393,User_3782,-22.939376,-43.17841
5394,User_3408,-8.08761,-34.908476
5395,User_4865,-23.650219,-46.85541
5396,User_2597,-23.495976000000002,-47.459487
5397,User_676,-20.201619,-40.273641
5398,User_5732,-8.065169000000001,-34.93034
5399,User_2462,-27.59127,-48.550869
5400,User_2118,-5.085058999999999,-42.789832000000004
5401,User_5184,-23.572248000000002,-46.696523
5402,User_5572,-20.427874,-54.647031000000005
5403,User_1326,-2.5286150000000003,-44.251809
5404,User_3989,-23.707579,-46.551533
5405,User_2296,-22.820902,-43.758761
5406,User_1231,-22.993569,-43.592974
5407,User_1078,-15.78459,-47.876535
5408,User_2123,-21.728253,-43.392973
5409,User_5956,-1.473443,-48.469986999999996
5410,User_5143,-26.988497,-48.633269
5411,User_4943,-25.445155,-49.255117
5412,User_2200,-3.850142,-38.610265000000005
5413,User_4355,-20.282159,-50.245729
5414,User_3947,-22.340085000000002,-49.045256
5415,User_1539,-23.545457,-46.635984
5416,User_1646,-8.764352,-63.889185999999995
5417,User_5840,-23.428811,-46.479755
5418,User_3246,2.8177220000000003,-60.727720999999995
5419,User_4864,-21.121098,-47.784067
5420,User_4003,-16.729958,-49.274269
5421,User_1955,-22.916403,-47.049709
5422,User_1399,-22.920557000000002,-48.434413
5423,User_2324,-22.884969,-43.615837
5424,User_1469,-12.697312,-38.321915999999995
5425,User_4554,-23.455302,-51.914871999999995
5426,User_5637,-10.963328,-37.079052000000004
5427,User_3907,-23.421751999999998,-46.392018
5428,User_1933,-8.273256,-35.971515000000004
5429,User_1616,-13.009308,-38.52304
5430,User_4483,-3.783181,-38.553554999999996
5431,User_462,-8.031541,-34.902654999999996
5432,User_4718,-12.135048,-44.988138
5433,User_2683,-22.570921,-43.312475
5434,User_123,-10.835460000000001,-37.05327
5435,User_4007,-21.174629,-47.813413
5436,User_2521,-22.866511,-43.761969
5437,User_5659,-22.957326000000002,-43.384052000000004
5438,User_432,-12.893492,-38.456385
5439,User_1158,-3.088302,-60.028748
5440,User_2293,-23.470411,-46.6541
5441,User_5323,-12.994954,-38.441628
5442,User_513,-15.832432999999998,-48.096314
5443,User_756,-22.527148,-41.950687
5444,User_2936,-30.011599,-51.15858
5445,User_1452,-30.009662,-51.193528
5446,User_4965,-26.289085999999998,-48.845766
5447,User_1396,2.814433,-60.66921800000001
5448,User_603,-22.788254000000002,-43.328112
5449,User_2227,-19.917639,-43.935895
5450,User_3256,-22.887375,-43.304058000000005
5451,User_822,-22.729666,-45.116877
5452,User_3495,-22.790623,-43.539379
5453,User_1017,-22.924733,-43.172905
5454,User_5674,-23.649760999999998,-46.785146999999995
5455,User_1830,-23.690882000000002,-46.61671
5456,User_5424,-20.507389,-47.392127
5457,User_5641,-26.987927000000003,-48.632117
5458,User_1095,-23.596299,-46.683434999999996
5459,User_2703,-3.735025,-38.541018
5460,User_105,-23.612298000000003,-46.498064
5461,User_5359,-26.906631,-49.077821
5462,User_2581,-22.894594,-43.416371999999996
5463,User_4772,-27.098496,-52.613124
5464,User_5735,-3.8366569999999998,-38.557334000000004
5465,User_3889,-10.216853,-37.422607
5466,User_3605,-8.030562,-34.892514
5467,User_4764,-8.020928999999999,-34.981578000000006
5468,User_635,-18.795869,-52.629602
5469,User_1465,-29.389910999999998,-50.87366
5470,User_3778,-15.574722,-56.041313
5471,User_5816,-11.439738,-61.452011
5472,User_5274,-8.131973,-34.938154
5473,User_3639,-22.894624,-43.558842999999996
5474,User_5800,-15.901734,-48.069787
5475,User_4308,-23.251138,-47.057596999999994
5476,User_5002,-23.309679,-45.979339
5477,User_5937,-21.742664,-43.367626
5478,User_489,-23.554212,-46.215257
5479,User_5179,-22.904003,-47.059605
5480,User_2287,-23.779781,-46.530383
5481,User_1024,-23.547461,-46.508323
5482,User_1098,-15.787123000000001,-47.982869
5483,User_2732,-22.76278,-47.339552000000005
5484,User_3630,-7.429819,-34.911910999999996
5485,User_4074,-6.3723529999999995,-39.303886999999996
5486,User_2396,-7.198792,-48.238493
5487,User_193,-22.351088,-48.781763
5488,User_4964,-21.895782,-49.582817999999996
5489,User_1038,-15.504776000000001,-41.237904
5490,User_5235,-20.292444,-45.543407
5491,User_1769,-20.635323,-46.505336
5492,User_1162,-24.986359,-53.44881899999999
5493,User_3927,-3.759361,-38.614277
5494,User_2369,-12.867929,-38.475356
5495,User_1832,-21.139543,-47.787777
5496,User_2937,-22.824882000000002,-43.409242
5497,User_4611,-3.776696,-38.552155
5498,User_2631,-2.537361,-44.301541
5499,User_3914,-15.566151000000001,-47.336135999999996
5500,User_102,-8.017878999999999,-34.952111
5501,User_4015,-25.450128,-49.275556
5502,User_800,-23.932434,-46.330083
5503,User_2326,-24.062638,-46.562576
5504,User_18,-23.277662,-45.950881
5505,User_729,-23.67008,-46.754727
5506,User_5705,-22.940178,-43.332246000000005
5507,User_307,-23.668871,-46.531276
5508,User_139,-22.90486,-47.075215
5509,User_5051,-22.940214,-47.157857
5510,User_2563,-8.080257000000001,-34.941765999999994
5511,User_1940,-19.915687,-43.973594
5512,User_5501,-22.906692,-43.220136
5513,User_4495,-23.548571,-46.630511
5514,User_5203,-19.952204000000002,-43.927593
5515,User_5211,-25.440754000000002,-49.353466
5516,User_2011,-27.593571999999998,-48.559367
5517,User_3290,-8.743414999999999,-63.862088
5518,User_4729,-5.815686,-61.296229000000004
5519,User_1925,-21.612244,-45.566158
5520,User_505,-1.339732,-48.393878
5521,User_1657,-12.529707,-40.302867
5522,User_284,-23.584925,-46.684806
5523,User_3031,-22.923622,-43.223978
5524,User_267,-18.970917,-49.463954
5525,User_624,-29.892159999999997,-51.134721
5526,User_644,-23.188288,-46.890240999999996
5527,User_4919,-23.695528,-46.603621999999994
5528,User_5411,-16.605216,-50.791765000000005
5529,User_3920,-23.60877,-46.771239
5530,User_1812,-23.531797,-46.77647
5531,User_3412,-10.354559,-37.182859
5532,User_3432,-23.409160999999997,-46.887115
5533,User_1165,-29.90365,-51.221276
5534,User_5336,-12.530936,-40.311081
5535,User_359,-21.23256,-47.786260999999996
5536,User_4245,-21.219312,-44.612388
5537,User_1289,-1.4273850000000001,-48.446256
5538,User_1873,-23.48141,-46.574135
5539,User_1088,-15.604795999999999,-56.080541000000004
5540,User_1130,-8.888423,-36.483806
5541,User_3549,-22.120949,-51.388989
5542,User_4780,-23.523254,-46.191815999999996
5543,User_952,-15.784353,-47.890299
5544,User_1570,-23.688404000000002,-46.800167
5545,User_439,-31.764469000000002,-52.344582
5546,User_1638,-23.538113,-46.636151
5547,User_3564,-23.204583,-47.29643
5548,User_1581,-16.714435,-49.264703000000004
5549,User_2381,-8.080841,-34.941998999999996
5550,User_3285,-22.721279,-47.597284
5551,User_1161,-19.934808,-44.046851000000004
5552,User_668,-23.540717,-46.566965
5553,User_4553,-21.41313,-48.501439000000005
5554,User_1420,-22.253691,-53.352748999999996
5555,User_3998,-9.568241,-35.751071
5556,User_5758,-21.751614,-43.353819
5557,User_3789,-23.558765,-46.917660999999995
5558,User_4202,-23.566865,-46.504301
5559,User_5627,-19.857814,-44.024738
5560,User_4647,-20.392413,-40.318869
5561,User_5569,-22.486238,-43.156071000000004
5562,User_496,-5.759228,-35.276416999999995
5563,User_235,-23.555991,-46.651286
5564,User_5417,-7.976156,-34.865829999999995
5565,User_5234,-23.719793,-46.624454
5566,User_4689,-18.243348,-43.604699
5567,User_92,-21.213522,-41.884225
5568,User_4930,-29.724852000000002,-52.43320500000001
5569,User_5407,-22.865804999999998,-43.285061999999996
5570,User_55,-23.664595000000002,-46.569541
5571,User_1958,-21.140485,-47.997157
5572,User_2841,-23.608503,-46.666233
5573,User_3845,-23.632676,-46.657790000000006
5574,User_2582,-8.026797,-34.920387
5575,User_2170,-8.84736,-48.505655
5576,User_1416,-25.437711,-49.279653
5577,User_2253,-4.967632,-39.012271000000005
5578,User_4166,-2.545378,-44.246582000000004
5579,User_2005,-18.722088,-39.861497
5580,User_3421,-25.545983,-49.24408
5581,User_5956,-16.678805,-49.270322
5582,User_1574,-25.547356,-49.340783
5583,User_5733,-20.457817000000002,-54.636132999999994
5584,User_3797,-29.948895,-50.969736
5585,User_2936,-23.582696,-46.657616
5586,User_1981,-25.482116,-49.26624
5587,User_4907,-8.062983000000001,-34.879925
5588,User_5304,-19.862164,-43.968684
5589,User_4666,-22.841956,-45.229290999999996
5590,User_5740,-22.907401999999998,-47.056751
5591,User_1819,-19.925964999999998,-43.936302000000005
5592,User_5391,-22.322368,-49.073297
5593,User_1576,-8.06447,-34.878947
5594,User_1310,-8.036067999999998,-34.896533000000005
5595,User_515,-7.941933000000001,-34.866153999999995
5596,User_2235,-23.431245999999998,-51.916525
5597,User_5055,-27.594421999999998,-48.551206
5598,User_3991,-27.596099,-48.550573
5599,User_3674,-22.515338,-44.086321000000005
5600,User_601,-23.560927,-46.643358
5601,User_612,-22.909549,-43.193574
5602,User_5721,-23.398459,-46.430035
5603,User_4397,-23.499349,-47.457714
5604,User_1641,-22.884635999999997,-43.287021
5605,User_1970,-22.552503,-44.118513
5606,User_4366,-20.235606,-40.288672
5607,User_2825,-22.885519,-43.352229
5608,User_1584,-9.966122,-67.836838
5609,User_2694,-15.323692000000001,-44.755633
5610,User_5049,-29.370838,-50.839814000000004
5611,User_5522,-23.500017,-47.456045
5612,User_5555,-23.567822,-46.799566
5613,User_3402,-15.835504,-48.04045
5614,User_1133,-16.7242,-49.37311
5615,User_807,-24.007692000000002,-46.40603
5616,User_1034,-23.997103,-46.407311
5617,User_5223,-21.254185,-50.643739000000004
5618,User_3434,-23.587557,-46.666841999999995
5619,User_5551,-23.693343,-46.794399
5620,User_985,-23.124414,-46.552006
5621,User_3095,-24.952716,-53.458859999999994
5622,User_4145,-27.070137,-52.625236
5623,User_4866,-9.238398,-35.491376
5624,User_2585,-16.741707,-43.871318
5625,User_5318,-23.505651,-46.834663
5626,User_380,-23.628936,-46.618706
5627,User_5193,-19.864765,-44.023928999999995
5628,User_442,-16.760079,-49.278109
5629,User_1846,-23.753426,-46.530815999999994
5630,User_2482,-23.532881,-46.657247
5631,User_874,-8.129912,-34.903940999999996
5632,User_3678,-25.514668,-49.298140999999994
5633,User_3977,-19.820785,-43.947199
5634,User_4554,-19.83011,-43.923367999999996
5635,User_1802,-3.739904,-38.478190999999995
5636,User_2570,-19.398961,-40.063148999999996
5637,User_2086,-20.507389,-47.392127
5638,User_309,-8.772674,-63.841221
5639,User_5099,-19.898082000000002,-43.976279999999996
5640,User_4343,-8.084711,-34.917491999999996
5641,User_521,-21.786085,-43.363448999999996
5642,User_348,-23.510533,-46.521108
5643,User_2772,-15.841585,-48.043908
5644,User_1959,-22.877423,-43.286578999999996
5645,User_2042,-19.877464,-44.051
5646,User_5901,-21.712619,-45.266399
5647,User_982,-23.589851,-46.568939
5648,User_2954,-22.847535999999998,-42.062599
5649,User_4572,-5.757747,-35.247855
5650,User_2321,-27.006722999999997,-48.637736
5651,User_4149,-21.135689000000003,-47.820954
5652,User_636,-17.53104,-39.716805
5653,User_146,-16.625201,-49.335653
5654,User_2663,0.034788,-51.057557
5655,User_5487,-26.299034999999996,-48.848773
5656,User_1396,-5.784764,-35.194065
5657,User_3239,-8.096163,-35.01975
5658,User_5984,-18.893156,-48.258953000000005
5659,User_4158,-8.069213000000001,-34.917590000000004
5660,User_3157,-7.9865580000000005,-34.925948
5661,User_5067,-22.932586999999998,-47.07823
5662,User_236,-12.906422000000001,-38.380264000000004
5663,User_4165,-1.439107,-48.463617
5664,User_388,-13.005666999999999,-38.457933000000004
5665,User_303,-21.132835999999998,-42.404778
5666,User_4396,-19.887220000000003,-43.956209
5667,User_5830,-9.900489,-36.67665
5668,User_3986,-25.644557,-49.319998
5669,User_5469,-7.363645,-35.902224
5670,User_4858,-23.519163,-46.546506
5671,User_5328,-3.7785379999999997,-38.540873
5672,User_4564,-9.369705,-36.241676
5673,User_4332,-21.253275,-48.315757
5674,User_5402,-3.115077,-59.978448
5675,User_4471,-22.406517,-51.523874
5676,User_5996,-7.934601,-34.864365
5677,User_1969,-23.368776999999998,-51.154933
5678,User_4581,-23.097576,-47.010704
5679,User_5926,-22.752651999999998,-42.855955
5680,User_278,-1.408435,-48.437945
5681,User_3481,-27.596264,-48.547177000000005
5682,User_3944,-23.630051,-46.711242
5683,User_3013,-25.428869,-49.999083
5684,User_466,-23.647157999999997,-46.795358
5685,User_4291,-23.328341,-51.138128
5686,User_5290,-23.609479999999998,-46.571984
5687,User_1275,-21.138944,-47.788748999999996
5688,User_1148,-21.211533,-47.816849
5689,User_2347,-16.713829,-49.307119
5690,User_222,-23.693642,-46.546662
5691,User_4605,-2.553331,-44.271459
5692,User_12,-25.424697000000002,-49.247953
5693,User_3156,-23.008675,-47.148346000000004
5694,User_5739,-19.940606,-44.204283000000004
5695,User_1474,-23.665968,-52.587401
5696,User_4717,-4.940509,-37.974894
5697,User_5797,-29.462951,-51.966153000000006
5698,User_4273,-22.905703,-47.072468
5699,User_3457,-23.262838000000002,-45.946282000000004
5700,User_5254,-10.910542999999999,-37.077954
5701,User_3883,-18.403107000000002,-49.211389000000004
5702,User_3286,-29.905117999999998,-51.21325
5703,User_1396,-19.884845000000002,-43.906451000000004
5704,User_4397,-23.724562,-46.548669
5705,User_3787,-22.983707,-43.220622
5706,User_1201,-16.674044,-49.260567
5707,User_3487,-12.933297,-38.344722999999995
5708,User_2039,-25.422715,-49.270334999999996
5709,User_5957,-12.914944,-38.352189
5710,User_5954,-22.944065,-47.167252000000005
5711,User_2559,-12.95738,-38.495962
5712,User_3001,-23.664648,-46.465794
5713,User_3800,-22.894095999999998,-43.478332
5714,User_1703,-8.049361,-34.896571
5715,User_258,-25.921160999999998,-53.475191
5716,User_2522,-7.074022,-41.465841
5717,User_1131,-22.926789000000003,-45.462939
5718,User_5770,-23.502864000000002,-46.498003999999995
5719,User_5620,-20.000842000000002,-44.001936
5720,User_1914,-22.884817,-43.553128
5721,User_5513,-21.206256,-47.796457000000004
5722,User_4124,-29.8487,-51.273491
5723,User_521,-19.951601999999998,-44.000345
5724,User_3377,-22.143728,-51.405792
5725,User_1729,-21.21036,-50.438615000000006
5726,User_5443,-3.728363,-38.582984
5727,User_4473,-8.030358999999999,-34.868632
5728,User_827,-23.45828,-46.526542
5729,User_374,-19.927697,-43.929947999999996
5730,User_1547,-15.629389999999999,-56.016324
5731,User_195,-9.417785,-40.500887
5732,User_831,-23.588226000000002,-46.572019
5733,User_501,-23.511764000000003,-46.612966
5734,User_853,-16.462747,-49.957823
5735,User_1354,-5.769699,-35.196434
5736,User_4423,-1.339472,-48.391005
5737,User_2269,-23.485603,-46.465734999999995
5738,User_4598,-22.885223,-43.03246
5739,User_3159,-3.717627,-38.596915
5740,User_4359,-23.014058,-43.46982
5741,User_3295,-22.326838000000002,-49.063114
5742,User_1324,-10.698464999999999,-37.035073
5743,User_2738,-20.799968,-49.396989000000005
5744,User_4271,-17.873097,-41.512269
5745,User_1244,-22.917145,-43.261066
5746,User_276,-16.822581,-49.369632
5747,User_1096,-23.602418,-46.612367
5748,User_3815,-2.485916,-44.214032
5749,User_4202,-23.686941,-46.535105
5750,User_4674,-16.701754,-49.239769
5751,User_1893,-3.1038490000000003,-60.01171899999999
5752,User_2050,-20.515286,-54.655602
5753,User_555,-21.207048,-41.888368
5754,User_2923,-19.976873,-44.843892
5755,User_25,-26.312409000000002,-48.842234000000005
5756,User_2058,-26.273257,-48.850578000000006
5757,User_1689,-16.690339,-49.277596
5758,User_625,-19.920898,-43.92263
5759,User_5300,-25.403556,-49.258186
5760,User_5992,-10.917595,-37.072586
5761,User_4625,-16.681185,-49.267976000000004
5762,User_4543,-16.410773000000002,-39.078542
5763,User_5735,-23.64361,-46.733647
5764,User_883,-3.7435099999999997,-38.50849
5765,User_4542,-22.906004,-47.072521
5766,User_5461,-17.875155,-41.49831
5767,User_1336,-22.132592000000002,-51.445699
5768,User_3421,-2.973376,-60.009776
5769,User_5095,-23.54787,-46.528739
5770,User_5117,-5.114603,-42.806672
5771,User_5115,-3.734018,-38.55737
5772,User_818,-21.756837,-43.351908
5773,User_1112,-9.343624,-38.255707
5774,User_3244,-20.784774,-49.379469
5775,User_2034,-26.896103999999998,-48.689997
5776,User_2211,-23.622982999999998,-46.695619
5777,User_219,-3.7333830000000003,-38.574056
5778,User_3650,-23.535486,-46.583771
5779,User_5461,-23.475132000000002,-46.781490999999995
5780,User_4917,-1.465177,-48.468659
5781,User_5677,-23.518846,-46.703109999999995
5782,User_1824,-12.929958000000001,-38.503718
5783,User_3596,-19.890716,-43.9942
5784,User_4890,-15.837587,-48.054581
5785,User_3429,-15.646010999999998,-56.128923
5786,User_3493,-21.811687,-46.556926000000004
5787,User_2929,-3.021327,-59.93805
5788,User_4985,-3.774482,-38.591012
5789,User_4250,-8.78003,-63.839537
5790,User_870,-23.650506,-46.704378000000005
5791,User_641,-20.284551999999998,-50.24637
5792,User_2789,-9.558931,-35.746198
5793,User_1354,-19.975865,-43.971056
5794,User_5500,-23.515280999999998,-50.782377000000004
5795,User_5301,-12.970341000000001,-38.459872999999995
5796,User_5528,-23.467745999999998,-46.598948
5797,User_5833,-21.158748000000003,-47.827007
5798,User_2860,-3.7814919999999996,-38.509209000000006
5799,User_2924,-26.909412,-48.690668
5800,User_1146,-5.985104,-35.584078999999996
5801,User_1466,-23.622837,-46.6964
5802,User_4919,-13.002575,-38.509782
5803,User_1251,-20.660713,-43.790579
5804,User_3801,-19.87665,-43.906488
5805,User_157,-23.619252,-46.699349
5806,User_1420,-5.6512970000000005,-35.423852000000004
5807,User_2391,-23.546339,-46.615851
5808,User_122,-27.598112,-48.584249
5809,User_5785,-6.538924,-49.856494
5810,User_2855,-20.426104000000002,-47.826124
5811,User_3386,-23.465957,-46.664727
5812,User_2346,-3.740972,-38.472875
5813,User_5360,-15.539587,-47.343891
5814,User_4133,-23.67681,-46.766804
5815,User_5032,-23.584939000000002,-46.523154
5816,User_1481,-8.761169,-63.906693000000004
5817,User_1744,-22.18607,-41.65485
5818,User_2648,-3.831175,-38.564501
5819,User_5260,-22.904995,-43.175303
5820,User_125,-23.478335,-46.805292
5821,User_5378,-23.410407,-46.411528000000004
5822,User_4123,-27.50436,-48.514503000000005
5823,User_5256,-23.55285,-46.567237
5824,User_2028,-23.592601000000002,-46.833807
5825,User_2933,-8.05795,-34.942171
5826,User_2600,-30.008447999999998,-51.133815999999996
5827,User_596,-22.818718,-47.273539
5828,User_1565,-10.255898,-48.323407
5829,User_4367,-10.882019999999999,-37.083814000000004
5830,User_2827,-21.255626,-44.997381
5831,User_3620,-6.927294,-37.095335999999996
5832,User_5336,-19.822514,-44.003424
5833,User_335,-17.796923,-50.934354
5834,User_4692,-4.09871,-39.055788
5835,User_5091,-12.985223,-38.480271
5836,User_2737,-3.103683,-59.99902900000001
5837,User_4475,-23.615648,-46.676763
5838,User_711,-6.239821,-42.849726000000004
5839,User_936,-23.518866,-46.721267
5840,User_164,-12.974177000000001,-38.493441
5841,User_103,-23.526568,-46.680411
5842,User_5202,-24.794398,-50.007536
5843,User_4045,-23.520003,-46.187287
5844,User_4314,-23.535802,-46.533466
5845,User_3600,-22.925619,-43.231401
5846,User_4579,-22.837198,-45.258092
5847,User_1230,-9.384646,-37.999765999999994
5848,User_4115,-15.779910999999998,-47.874693
5849,User_1844,-10.883992,-61.923763
5850,User_2852,-31.750090000000004,-52.386041
5851,User_4206,-23.225862,-44.714636
5852,User_3528,-23.011298999999998,-44.536852
5853,User_2824,-22.871106,-43.448274
5854,User_2372,-1.376511,-48.452449
5855,User_4287,-23.472699,-46.441014
5856,User_172,-23.552541,-46.40531
5857,User_278,-22.878469,-42.013553
5858,User_1768,-12.138760000000001,-38.424471999999994
5859,User_938,-22.763018,-43.465044
5860,User_4309,-3.023454,-59.974614
5861,User_3097,-23.43698,-46.734635
5862,User_10,-23.562404,-46.638103
5863,User_5407,-15.735207999999998,-48.273848
5864,User_2234,-22.133487,-51.402435
5865,User_4285,-3.7525519999999997,-38.571923
5866,User_5472,-25.458144,-49.202928
5867,User_1736,-23.597768,-46.697748
5868,User_1306,-23.956785999999997,-46.326832
5869,User_1055,-11.185285,-40.511742
5870,User_3544,-3.7902760000000004,-38.471866
5871,User_928,-2.549601,-44.281742
5872,User_960,-3.0794669999999997,-60.045852000000004
5873,User_430,-19.948215,-43.982702
5874,User_1818,-1.37101,-48.447479
5875,User_873,-16.377488,-48.962281
5876,User_2416,-12.903571000000001,-38.406044
5877,User_3433,-17.989785,-46.905767
5878,User_4050,-23.562644,-46.510866
5879,User_3840,-5.851651,-35.206634
5880,User_5077,-23.493446,-46.80624
5881,User_3136,-8.193832,-34.921021
5882,User_1864,-23.601477,-46.603035
5883,User_905,-21.829975,-47.246916999999996
5884,User_1167,-22.721937,-47.645939
5885,User_2775,-23.177548,-46.894486
5886,User_4933,-23.949553,-46.458945
5887,User_5236,-30.112423,-51.329326
5888,User_113,-23.557183,-46.662784
5889,User_1662,-5.097232,-42.786293
5890,User_4035,-3.758544,-38.564765
5891,User_787,-15.838702,-47.803169
5892,User_1545,-29.710721000000003,-52.423338
5893,User_3849,-1.440299,-48.477835
5894,User_4096,-11.421946,-61.451941000000005
5895,User_123,-23.099988,-47.223581
5896,User_3835,-15.6055,-56.102892000000004
5897,User_2115,-30.119190000000003,-51.207336
5898,User_4513,-14.89187,-40.845009999999995
5899,User_5978,-22.980241,-43.191365000000005
5900,User_2205,-26.766443,-51.018021000000005
5901,User_5477,-26.882193,-49.070594
5902,User_2800,-23.634319,-46.585457
5903,User_1247,-3.017366,-59.976794999999996
5904,User_3963,-22.982101999999998,-43.189569
5905,User_3242,-15.81841,-47.919807
5906,User_998,-15.892528,-47.962492
5907,User_2179,-7.847805,-34.91317
5908,User_2007,-30.054342,-51.210814
5909,User_5570,-18.771462,-44.431501000000004
5910,User_745,-23.606813,-46.501937
5911,User_1619,-29.762646000000004,-51.140081
5912,User_5208,-3.8457769999999996,-38.659584
5913,User_1943,-29.851297,-51.139029
5914,User_5372,-12.881160000000001,-38.327048
5915,User_5434,-22.900601,-43.237936
5916,User_2856,-3.800664,-38.493149
5917,User_640,-15.824956,-48.118438
5918,User_5253,-5.834857,-35.210823
5919,User_756,-22.932454,-47.018831
5920,User_1549,-23.263003,-47.3097
5921,User_263,-25.446524,-49.531953
5922,User_2762,-22.902695,-47.056946999999994
5923,User_5011,-23.57016,-46.637622
5924,User_654,-22.837526999999998,-43.275095
5925,User_3750,-28.684390999999998,-49.383562
5926,User_4861,-19.981989000000002,-43.9436
5927,User_3245,-5.343358,-49.130416
5928,User_2799,-26.923000000000002,-48.650257
5929,User_4523,-23.723133999999998,-45.440243
5930,User_5331,-23.759843,-53.303346999999995
5931,User_4331,-23.403125,-46.337028000000004
5932,User_279,-20.354029,-40.289294
5933,User_4857,-10.034444,-44.303067999999996
5934,User_2463,-5.106078,-42.768521
5935,User_2010,-12.933817,-38.406964
5936,User_4546,-11.765384,-63.031968000000006
5937,User_1650,-23.602045,-46.611698
5938,User_2814,-23.565276,-46.667984000000004
5939,User_2829,-2.553973,-44.331649
5940,User_1047,-23.256723,-51.170794
5941,User_4935,-22.521931,-41.922393
5942,User_4798,-22.913489000000002,-43.206632
5943,User_3090,-19.812993,-43.970960999999996
5944,User_5446,-23.495127,-47.51127
5945,User_1811,-23.572116,-46.802735999999996
5946,User_2000,-22.9364,-43.359182000000004
5947,User_640,-10.907127000000001,-37.087917
5948,User_1957,-23.517474,-46.197896
5949,User_1763,-22.783742,-45.16632
5950,User_153,-8.114174,-34.911533
5951,User_5704,-23.54429,-46.792375
5952,User_972,-21.171436,-47.793387
5953,User_1765,-20.192296,-40.272242999999996
5954,User_832,-21.770183,-43.354867999999996
5955,User_5120,-21.74592,-43.354033
5956,User_4540,-22.887854,-43.316034
5957,User_4245,-8.007191,-34.897515999999996
5958,User_4763,-23.400676999999998,-51.876961
5959,User_5682,-22.824061999999998,-47.241957
